Step, Mean reward
2260992, 23.375
2269184, 22.8125
2277376, 22.125
2285568, 21.21875
2293760, 23.65625
2301952, 22.59375
2310144, 21.875
2318336, 22.84375
2326528, 19.875
2334720, 23.125
2342912, 22.84375
2351104, 22.03125
2359296, 22.3125
2367488, 23.6875
2375680, 22.34375
2383872, 23.8125
2392064, 21.9375
2400256, 23.5
2408448, 23.03125
2416640, 22.875
2424832, 24.1875
2433024, 21.3125
2441216, 24.5
2449408, 23.34375
2457600, 23.875
2465792, 23.28125
2473984, 22.5625
2482176, 23.53125
2490368, 22.875
2498560, 24.0
2506752, 25.625
2514944, 20.96875
2523136, 21.59375
2531328, 24.09375
2539520, 23.3125
2547712, 24.40625
2555904, 22.28125
2564096, 23.34375
2572288, 23.84375
2580480, 23.90625
2588672, 23.875
2596864, 23.625
2605056, 22.40625
2613248, 23.21875
2621440, 21.375
2629632, 23.03125
2637824, 23.53125
2646016, 24.375
2654208, 23.34375
2662400, 23.5625
2670592, 23.3125
2678784, 23.875
2686976, 23.5
2695168, 23.21875
2703360, 23.625
2711552, 22.65625
2719744, 22.65625
2727936, 22.90625
2736128, 21.71875
2744320, 23.25
2752512, 23.71875
2760704, 22.34375
2768896, 23.46875
2777088, 23.0
2785280, 21.875
2793472, 25.0
2801664, 22.34375
2809856, 23.90625
2818048, 22.9375
2826240, 21.96875
2834432, 24.1875
2842624, 23.65625
2850816, 23.90625
2859008, 23.09375
2867200, 23.6875
2875392, 23.375
2883584, 21.34375
2891776, 24.28125
2899968, 23.625
2908160, 24.3125
2916352, 23.875
2924544, 22.46875
2932736, 24.59375
2940928, 22.96875
2949120, 22.75
2957312, 23.75
2965504, 23.8125
2973696, 22.15625
2981888, 22.09375
2990080, 22.46875
2998272, 23.25
3006464, 24.0625
3014656, 24.40625
3022848, 22.8125
3031040, 23.34375
3039232, 22.71875
3047424, 24.5625
3055616, 23.84375
3063808, 23.09375
3072000, 23.28125
3080192, 22.90625
3088384, 24.34375
3096576, 23.0
3104768, 22.375
3112960, 23.375
3121152, 23.5
3129344, 23.53125
3137536, 24.78125
3145728, 22.34375
3153920, 22.34375
3162112, 23.9375
3170304, 24.84375
3178496, 21.5
3186688, 22.71875
3194880, 23.3125
3203072, 24.0
3211264, 22.53125
3219456, 25.28125
3227648, 23.96875
3235840, 23.34375
3244032, 24.625
3252224, 21.84375
3260416, 22.84375
3268608, 24.5
3276800, 22.5625
3284992, 24.3125
3293184, 24.3125
3301376, 24.4375
3309568, 22.90625
3317760, 25.1875
3325952, 24.21875
3334144, 23.5625
3342336, 22.5625
3350528, 25.09375
3358720, 22.6875
3366912, 23.03125
3375104, 22.0
3383296, 24.5
3391488, 23.1875
3399680, 24.0
3407872, 24.25
3416064, 23.28125
3424256, 23.375
3432448, 23.625
3440640, 23.5
3448832, 23.6875
3457024, 23.6875
3465216, 21.75
3473408, 25.90625
3481600, 24.90625
3489792, 24.1875
3497984, 23.875
3506176, 24.40625
3514368, 24.78125
3522560, 24.34375
3530752, 23.625
3538944, 23.90625
3547136, 24.4375
3555328, 23.71875
3563520, 25.4375
3571712, 22.53125
3579904, 24.75
3588096, 23.625
3596288, 22.6875
3604480, 22.6875
3612672, 23.28125
3620864, 24.875
3629056, 23.96875
3637248, 24.25
3645440, 24.59375
3653632, 23.71875
3661824, 24.46875
3670016, 23.375
3678208, 23.75
3686400, 23.78125
3694592, 26.0625
3702784, 22.5
3710976, 24.3125
3719168, 22.9375
3727360, 25.0625
3735552, 23.8125
3743744, 23.375
3751936, 22.71875
3760128, 23.125
3768320, 24.84375
3776512, 23.375
3784704, 24.3125
3792896, 23.78125
3801088, 24.40625
3809280, 24.125
3817472, 23.75
3825664, 24.21875
3833856, 23.84375
3842048, 23.84375
3850240, 24.65625
3858432, 25.09375
3866624, 24.78125
3874816, 22.59375
3883008, 24.6875
3891200, 23.75
3899392, 23.84375
3907584, 21.96875
3915776, 24.625
3923968, 24.28125
3932160, 25.0625
3940352, 24.96875
3948544, 24.875
3956736, 24.71875
3964928, 24.625
3973120, 23.96875
3981312, 23.3125
3989504, 23.34375
3997696, 22.84375
4005888, 24.15625
4014080, 23.1875
4022272, 25.09375
4030464, 25.1875
4038656, 23.90625
4046848, 25.3125
4055040, 25.6875
4063232, 23.9375
4071424, 24.8125
4079616, 24.25
4087808, 23.09375
4096000, 24.625
4104192, 25.4375
4112384, 24.125
4120576, 24.96875
4128768, 24.625
4136960, 23.90625
4145152, 24.40625
4153344, 25.125
4161536, 24.125
4169728, 25.3125
4177920, 24.21875
4186112, 24.0
4194304, 23.90625
4202496, 25.34375
4210688, 27.0
4218880, 23.8125
4227072, 24.28125
4235264, 24.0
4243456, 25.40625
4251648, 23.375
4259840, 25.375
4268032, 22.90625
4276224, 26.4375
4284416, 25.8125
4292608, 25.625
4300800, 24.90625
4308992, 23.25
4317184, 26.28125
4325376, 24.375
4333568, 25.875
4341760, 25.0625
4349952, 25.34375
4358144, 23.71875
4366336, 24.71875
4374528, 25.03125
4382720, 24.59375
4390912, 24.59375
4399104, 25.53125
4407296, 25.28125
4415488, 23.90625
4423680, 25.03125
4431872, 26.21875
4440064, 24.03125
4448256, 24.46875
4456448, 24.90625
4464640, 24.9375
4472832, 24.4375
4481024, 24.40625
4489216, 26.40625
4497408, 25.34375
4505600, 25.375
4513792, 24.6875
4521984, 25.34375
4530176, 26.28125
4538368, 24.75
4546560, 26.21875
4554752, 24.78125
4562944, 23.625
4571136, 25.0625
4579328, 23.0
4587520, 23.625
4595712, 24.21875
4603904, 22.8125
4612096, 24.34375
4620288, 24.65625
4628480, 25.71875
4636672, 25.65625
4644864, 24.6875
4653056, 24.28125
4661248, 24.03125
4669440, 22.6875
4677632, 26.4375
4685824, 23.0
4694016, 24.53125
4702208, 23.15625
4710400, 23.84375
4718592, 24.28125
4726784, 26.15625
4734976, 24.1875
4743168, 26.25
4751360, 23.40625
4759552, 24.375
4767744, 25.375
4775936, 24.71875
4784128, 24.40625
4792320, 26.03125
4800512, 25.1875
4808704, 22.53125
4816896, 23.75
4825088, 25.75
4833280, 25.375
4841472, 24.59375
4849664, 23.0
4857856, 25.5
4866048, 25.34375
4874240, 25.53125
4882432, 24.46875
4890624, 23.75
4898816, 24.9375
4907008, 23.4375
4915200, 24.34375
4923392, 25.4375
4931584, 25.375
4939776, 25.09375
4947968, 25.6875
4956160, 25.15625
4964352, 25.15625
4972544, 26.53125
4980736, 23.625
4988928, 26.6875
4997120, 25.46875
5005312, 26.1875
5013504, 25.71875
5021696, 25.0
5029888, 23.5625
5038080, 25.15625
5046272, 25.40625
5054464, 23.9375
5062656, 24.15625
5070848, 25.71875
5079040, 25.25
5087232, 24.875
5095424, 25.5
5103616, 25.3125
5111808, 25.375
5120000, 25.0625
5128192, 25.9375
5136384, 24.46875
5144576, 25.28125
5152768, 25.4375
5160960, 28.0
5169152, 26.25
5177344, 26.65625
5185536, 25.25
5193728, 23.65625
5201920, 23.65625
5210112, 25.09375
5218304, 25.0625
5226496, 26.34375
5234688, 24.375
5242880, 25.375
5251072, 23.3125
5259264, 25.625
5267456, 25.84375
5275648, 25.46875
5283840, 26.625
5292032, 25.1875
5300224, 26.0
5308416, 26.125
5316608, 23.65625
5324800, 25.09375
5332992, 27.0625
5341184, 24.6875
5349376, 25.84375
5357568, 24.84375
5365760, 26.375
5373952, 25.28125
5382144, 24.125
5390336, 25.875
5398528, 26.96875
5406720, 26.84375
5414912, 26.09375
5423104, 25.53125
5431296, 25.21875
5439488, 22.96875
5447680, 26.1875
5455872, 26.71875
5464064, 27.09375
5472256, 23.90625
5480448, 25.5625
5488640, 26.125
5496832, 26.1875
5505024, 24.40625
5513216, 26.40625
5521408, 24.625
5529600, 23.96875
5537792, 26.28125
5545984, 24.09375
5554176, 24.78125
5562368, 25.25
5570560, 25.40625
5578752, 26.09375
5586944, 24.34375
5595136, 24.28125
5603328, 24.9375
5611520, 25.25
5619712, 25.84375
5627904, 28.4375
5636096, 24.78125
5644288, 25.40625
5652480, 26.1875
5660672, 25.4375
5668864, 24.5
5677056, 25.0625
5685248, 26.84375
5693440, 26.3125
5701632, 26.25
5709824, 26.84375
5718016, 25.0
5726208, 24.65625
5734400, 25.1875
5742592, 26.21875
5750784, 26.84375
5758976, 25.78125
5767168, 27.5625
5775360, 27.03125
5783552, 26.75
5791744, 23.78125
5799936, 25.34375
5808128, 26.0
5816320, 26.53125
5824512, 24.9375
5832704, 27.28125
5840896, 24.96875
5849088, 26.03125
5857280, 25.78125
5865472, 26.28125
5873664, 27.03125
5881856, 26.53125
5890048, 27.875
5898240, 25.34375
5906432, 26.53125
5914624, 25.5
5922816, 25.0
5931008, 27.71875
5939200, 26.53125
5947392, 25.8125
5955584, 26.4375
5963776, 25.5625
5971968, 25.75
5980160, 26.1875
5988352, 26.46875
5996544, 28.125
6004736, 25.09375
6012928, 26.28125
6021120, 24.15625
6029312, 25.78125
6037504, 26.0
6045696, 25.3125
6053888, 25.5625
6062080, 27.375
6070272, 25.8125
6078464, 25.3125
6086656, 26.25
6094848, 26.25
6103040, 23.09375
6111232, 25.125
6119424, 25.65625
6127616, 25.625
6135808, 27.53125
6144000, 26.9375
6152192, 24.34375
6160384, 25.09375
6168576, 22.9375
6176768, 25.53125
6184960, 24.84375
6193152, 28.0
6201344, 24.78125
6209536, 24.4375
6217728, 26.09375
6225920, 26.25
6234112, 25.28125
6242304, 27.75
6250496, 26.375
6258688, 24.90625
6266880, 26.84375
6275072, 25.28125
6283264, 26.125
6291456, 25.71875
6299648, 27.84375
6307840, 24.96875
6316032, 27.4375
6324224, 26.84375
6332416, 26.25
6340608, 27.46875
6348800, 26.40625
6356992, 26.1875
6365184, 26.3125
6373376, 27.15625
6381568, 25.6875
6389760, 27.03125
6397952, 26.5625
6406144, 25.875
6414336, 25.46875
6422528, 24.3125
6430720, 27.03125
6438912, 25.09375
6447104, 26.34375
6455296, 26.59375
6463488, 27.1875
6471680, 26.875
6479872, 25.4375
6488064, 27.84375
6496256, 25.5625
6504448, 25.5
6512640, 26.28125
6520832, 26.59375
6529024, 25.0625
6537216, 25.6875
6545408, 25.90625
6553600, 26.75
6561792, 25.96875
6569984, 24.65625
6578176, 25.375
6586368, 25.5625
6594560, 26.28125
6602752, 25.0
6610944, 26.4375
6619136, 25.125
6627328, 25.03125
6635520, 26.75
6643712, 24.0625
6651904, 25.4375
6660096, 25.6875
6668288, 25.0625
6676480, 26.03125
6684672, 25.40625
6692864, 25.9375
6701056, 26.0625
6709248, 24.46875
6717440, 25.53125
6725632, 27.53125
6733824, 25.71875
6742016, 26.4375
6750208, 27.84375
6758400, 26.875
6766592, 25.03125
6774784, 27.09375
6782976, 26.0625
6791168, 25.6875
6799360, 27.0
6807552, 27.59375
6815744, 26.5625
6823936, 27.15625
6832128, 26.84375
6840320, 25.34375
6848512, 27.25
6856704, 26.875
6864896, 26.3125
6873088, 26.40625
6881280, 25.78125
6889472, 27.09375
6897664, 26.71875
6905856, 28.1875
6914048, 26.0
6922240, 27.09375
6930432, 27.78125
6938624, 26.84375
6946816, 27.15625
6955008, 27.59375
6963200, 26.4375
6971392, 27.25
6979584, 26.90625
6987776, 26.1875
6995968, 24.96875
7004160, 26.46875
7012352, 27.1875
7020544, 26.0
7028736, 26.9375
7036928, 27.375
7045120, 26.90625
7053312, 26.9375
7061504, 27.53125
7069696, 27.40625
7077888, 25.875
7086080, 26.53125
7094272, 25.9375
7102464, 27.375
7110656, 26.03125
7118848, 26.8125
7127040, 26.90625
7135232, 25.65625
7143424, 27.25
7151616, 27.28125
7159808, 27.625
7168000, 25.78125
7176192, 27.1875
7184384, 25.9375
7192576, 26.0625
7200768, 27.125
7208960, 26.75
7217152, 26.96875
7225344, 25.46875
7233536, 26.5
7241728, 25.1875
7249920, 26.8125
7258112, 26.25
7266304, 27.34375
7274496, 26.03125
7282688, 25.9375
7290880, 28.25
7299072, 27.34375
7307264, 26.6875
7315456, 25.625
7323648, 24.96875
7331840, 26.21875
7340032, 27.71875
7348224, 28.21875
7356416, 27.15625
7364608, 26.4375
7372800, 26.90625
7380992, 27.0
7389184, 27.1875
7397376, 26.15625
7405568, 28.21875
7413760, 27.28125
7421952, 27.15625
7430144, 26.8125
7438336, 28.65625
7446528, 28.3125
7454720, 27.6875
7462912, 26.46875
7471104, 24.96875
7479296, 26.125
7487488, 28.40625
7495680, 25.53125
7503872, 28.15625
7512064, 28.0625
7520256, 28.3125
7528448, 26.78125
7536640, 27.40625
7544832, 26.6875
7553024, 28.21875
7561216, 28.28125
7569408, 26.65625
7577600, 27.78125
7585792, 27.3125
7593984, 27.09375
7602176, 27.21875
7610368, 26.375
7618560, 26.875
7626752, 26.96875
7634944, 27.6875
7643136, 25.3125
7651328, 27.53125
7659520, 28.59375
7667712, 27.34375
7675904, 26.0
7684096, 28.375
7692288, 27.09375
7700480, 27.6875
7708672, 28.28125
7716864, 26.40625
7725056, 27.25
7733248, 27.34375
7741440, 28.46875
7749632, 27.5
7757824, 26.34375
7766016, 27.8125
7774208, 27.15625
7782400, 26.6875
7790592, 27.71875
7798784, 27.65625
7806976, 27.28125
7815168, 26.46875
7823360, 28.125
7831552, 25.09375
7839744, 28.40625
7847936, 27.25
7856128, 27.09375
7864320, 26.21875
7872512, 27.46875
7880704, 29.5
7888896, 28.21875
7897088, 26.75
7905280, 29.0
7913472, 26.625
7921664, 25.75
7929856, 27.9375
7938048, 28.84375
7946240, 27.25
7954432, 29.5
7962624, 26.0
7970816, 28.625
7979008, 27.46875
7987200, 28.75
7995392, 28.09375
8003584, 28.15625
