Step, Mean reward
2793472, 26.625
2801664, 26.625
2809856, 25.71875
2818048, 25.75
2826240, 26.125
2834432, 27.125
2842624, 27.09375
2850816, 26.4375
2859008, 26.875
2867200, 25.5625
2875392, 26.15625
2883584, 27.3125
2891776, 25.96875
2899968, 25.96875
2908160, 26.46875
2916352, 27.71875
2924544, 26.4375
2932736, 26.625
2940928, 26.625
2949120, 27.40625
2957312, 27.65625
2965504, 26.46875
2973696, 26.0625
2981888, 25.75
2990080, 27.375
2998272, 25.375
3006464, 26.59375
3014656, 28.15625
3022848, 26.46875
3031040, 26.03125
3039232, 26.75
3047424, 26.8125
3055616, 26.65625
3063808, 24.4375
3072000, 26.9375
3080192, 27.4375
3088384, 25.9375
3096576, 26.59375
3104768, 29.125
3112960, 25.28125
3121152, 27.0
3129344, 25.5
3137536, 26.65625
3145728, 25.4375
3153920, 26.375
3162112, 27.78125
3170304, 27.59375
3178496, 26.0
3186688, 25.8125
3194880, 26.8125
3203072, 27.96875
3211264, 27.6875
3219456, 25.875
3227648, 27.28125
3235840, 27.75
3244032, 27.6875
3252224, 27.78125
3260416, 28.03125
3268608, 27.5625
3276800, 28.59375
3284992, 27.78125
3293184, 25.90625
3301376, 26.3125
3309568, 27.46875
3317760, 26.625
3325952, 26.6875
3334144, 27.40625
3342336, 26.625
3350528, 26.1875
3358720, 24.65625
3366912, 26.15625
3375104, 26.65625
3383296, 26.90625
3391488, 26.53125
3399680, 27.4375
3407872, 28.71875
3416064, 25.25
3424256, 27.34375
3432448, 28.5625
3440640, 28.0
3448832, 25.84375
3457024, 25.9375
3465216, 27.5625
3473408, 28.34375
3481600, 27.875
3489792, 28.4375
3497984, 27.25
3506176, 26.875
3514368, 26.96875
3522560, 28.84375
3530752, 28.1875
3538944, 27.09375
3547136, 28.0
3555328, 26.9375
3563520, 26.84375
3571712, 28.09375
3579904, 29.0
3588096, 27.75
3596288, 25.96875
3604480, 27.8125
3612672, 27.4375
3620864, 25.5
3629056, 27.125
3637248, 26.15625
3645440, 27.6875
3653632, 27.375
3661824, 25.59375
3670016, 27.46875
3678208, 26.1875
3686400, 26.34375
3694592, 27.0
3702784, 26.6875
3710976, 25.6875
3719168, 27.21875
3727360, 26.15625
3735552, 25.6875
3743744, 26.59375
3751936, 26.8125
3760128, 25.25
3768320, 26.8125
3776512, 26.0
3784704, 27.09375
3792896, 25.1875
3801088, 27.71875
3809280, 25.90625
3817472, 28.28125
3825664, 26.15625
3833856, 28.34375
3842048, 27.46875
3850240, 25.6875
3858432, 26.90625
3866624, 28.46875
3874816, 26.03125
3883008, 27.40625
3891200, 27.875
3899392, 27.875
3907584, 26.625
3915776, 28.46875
3923968, 27.40625
3932160, 28.625
3940352, 30.0625
3948544, 27.96875
3956736, 28.6875
3964928, 28.0
3973120, 28.1875
3981312, 27.5625
3989504, 27.09375
3997696, 28.59375
4005888, 29.78125
4014080, 28.84375
4022272, 29.1875
4030464, 27.5
4038656, 27.03125
4046848, 28.9375
4055040, 29.0625
4063232, 28.15625
4071424, 27.03125
4079616, 28.3125
4087808, 28.1875
4096000, 28.65625
4104192, 26.96875
4112384, 27.4375
4120576, 27.9375
4128768, 28.34375
4136960, 26.8125
4145152, 27.9375
4153344, 29.3125
4161536, 27.4375
4169728, 29.0625
4177920, 28.8125
4186112, 27.96875
4194304, 29.6875
4202496, 28.15625
4210688, 28.59375
4218880, 30.0
4227072, 28.15625
4235264, 26.84375
4243456, 27.625
4251648, 29.5
4259840, 29.21875
4268032, 29.15625
4276224, 27.46875
4284416, 28.78125
4292608, 27.53125
4300800, 27.21875
4308992, 28.75
4317184, 28.84375
4325376, 28.875
4333568, 28.5625
4341760, 29.46875
4349952, 29.15625
4358144, 28.15625
4366336, 27.9375
4374528, 29.03125
4382720, 27.9375
4390912, 27.96875
4399104, 29.875
4407296, 28.375
4415488, 29.59375
4423680, 27.625
4431872, 27.25
4440064, 30.34375
4448256, 29.65625
4456448, 28.375
4464640, 27.53125
4472832, 28.875
4481024, 28.375
4489216, 27.96875
4497408, 29.25
4505600, 28.28125
4513792, 27.71875
4521984, 29.25
4530176, 28.46875
4538368, 27.96875
4546560, 29.0625
4554752, 28.5
4562944, 28.09375
4571136, 28.40625
4579328, 28.40625
4587520, 26.46875
4595712, 27.1875
4603904, 29.3125
4612096, 29.75
4620288, 27.21875
4628480, 28.5
4636672, 27.5
4644864, 28.90625
4653056, 28.28125
4661248, 28.125
4669440, 27.03125
4677632, 26.3125
4685824, 27.125
4694016, 28.40625
4702208, 26.78125
4710400, 30.71875
4718592, 29.125
4726784, 29.65625
4734976, 28.40625
4743168, 28.5625
4751360, 30.125
4759552, 27.3125
4767744, 27.25
4775936, 26.59375
4784128, 28.96875
4792320, 28.15625
4800512, 28.21875
4808704, 27.5625
4816896, 29.34375
4825088, 27.71875
4833280, 26.78125
4841472, 28.21875
4849664, 27.1875
4857856, 28.34375
4866048, 28.5
4874240, 30.125
4882432, 27.6875
4890624, 26.65625
4898816, 27.28125
4907008, 25.90625
4915200, 27.3125
4923392, 28.65625
4931584, 29.59375
4939776, 28.0625
4947968, 27.90625
4956160, 27.59375
4964352, 28.46875
4972544, 26.90625
4980736, 28.03125
4988928, 27.78125
4997120, 26.96875
5005312, 28.1875
5013504, 29.4375
5021696, 28.25
5029888, 27.90625
5038080, 28.65625
5046272, 27.53125
5054464, 28.125
5062656, 29.625
5070848, 26.9375
5079040, 31.25
5087232, 28.75
5095424, 28.0625
5103616, 27.15625
5111808, 28.96875
5120000, 29.15625
5128192, 28.3125
5136384, 30.25
5144576, 27.59375
5152768, 28.8125
5160960, 28.03125
5169152, 29.84375
5177344, 27.65625
5185536, 28.46875
5193728, 27.34375
5201920, 28.75
5210112, 26.71875
5218304, 28.09375
5226496, 26.65625
5234688, 28.3125
5242880, 27.375
5251072, 30.4375
5259264, 27.1875
5267456, 28.59375
5275648, 27.0625
5283840, 27.0
5292032, 27.96875
5300224, 27.53125
5308416, 29.53125
5316608, 27.8125
5324800, 27.34375
5332992, 28.3125
5341184, 27.125
5349376, 28.125
5357568, 27.875
5365760, 28.84375
5373952, 28.84375
5382144, 28.65625
5390336, 30.0625
5398528, 30.75
5406720, 28.71875
5414912, 27.0625
5423104, 28.96875
5431296, 28.625
5439488, 27.875
5447680, 28.71875
5455872, 29.1875
5464064, 27.21875
5472256, 28.96875
5480448, 28.65625
5488640, 27.03125
5496832, 27.375
5505024, 29.15625
5513216, 28.34375
5521408, 28.25
5529600, 28.75
5537792, 29.65625
5545984, 28.09375
5554176, 28.78125
5562368, 28.4375
5570560, 27.96875
5578752, 28.84375
5586944, 28.46875
5595136, 27.25
5603328, 28.71875
5611520, 29.25
5619712, 28.5
5627904, 27.875
5636096, 27.8125
5644288, 28.78125
5652480, 29.21875
5660672, 29.84375
5668864, 28.0
5677056, 27.9375
5685248, 31.1875
5693440, 29.8125
5701632, 30.125
5709824, 28.4375
5718016, 29.59375
5726208, 30.1875
5734400, 27.5625
5742592, 29.5
5750784, 27.625
5758976, 28.46875
5767168, 30.9375
5775360, 29.125
5783552, 28.90625
5791744, 28.84375
5799936, 28.9375
5808128, 29.8125
5816320, 28.78125
5824512, 30.5
5832704, 28.84375
5840896, 30.125
5849088, 28.84375
5857280, 30.5625
5865472, 27.78125
5873664, 28.65625
5881856, 29.71875
5890048, 30.71875
5898240, 29.125
5906432, 31.4375
5914624, 30.625
5922816, 27.9375
5931008, 30.875
5939200, 28.125
5947392, 26.5625
5955584, 31.0625
5963776, 28.8125
5971968, 30.65625
5980160, 28.03125
5988352, 29.96875
5996544, 30.125
6004736, 28.46875
6012928, 27.21875
6021120, 28.78125
6029312, 29.21875
6037504, 28.0625
6045696, 29.375
6053888, 29.0
6062080, 28.5625
6070272, 29.375
6078464, 30.3125
6086656, 28.1875
6094848, 27.65625
6103040, 27.90625
6111232, 28.6875
6119424, 29.9375
6127616, 28.71875
6135808, 29.34375
6144000, 29.21875
6152192, 26.71875
6160384, 27.875
6168576, 27.71875
6176768, 27.9375
6184960, 31.3125
6193152, 29.125
6201344, 27.96875
6209536, 28.1875
6217728, 28.90625
6225920, 28.8125
6234112, 28.96875
6242304, 28.5625
6250496, 28.8125
6258688, 28.40625
6266880, 29.4375
6275072, 28.15625
6283264, 29.40625
6291456, 28.25
6299648, 28.4375
6307840, 27.96875
6316032, 28.25
6324224, 29.4375
6332416, 27.5
6340608, 28.84375
6348800, 28.40625
6356992, 27.25
6365184, 29.15625
6373376, 29.1875
6381568, 29.625
6389760, 30.90625
6397952, 28.375
6406144, 28.5625
6414336, 29.3125
6422528, 26.75
6430720, 29.90625
6438912, 27.71875
6447104, 28.03125
6455296, 28.625
6463488, 28.03125
6471680, 28.125
6479872, 27.4375
6488064, 28.40625
6496256, 28.96875
6504448, 28.59375
6512640, 29.8125
6520832, 29.65625
6529024, 31.3125
6537216, 28.78125
6545408, 28.34375
6553600, 26.625
6561792, 28.65625
6569984, 29.3125
6578176, 29.34375
6586368, 29.03125
6594560, 30.0625
6602752, 33.0
6610944, 29.3125
6619136, 30.75
6627328, 31.09375
6635520, 29.75
6643712, 29.59375
6651904, 28.5625
6660096, 28.5625
6668288, 28.5
6676480, 29.09375
6684672, 27.875
6692864, 27.875
6701056, 27.8125
6709248, 27.78125
6717440, 29.125
6725632, 29.625
6733824, 27.8125
6742016, 31.21875
6750208, 30.03125
6758400, 29.8125
6766592, 29.875
6774784, 32.21875
6782976, 29.875
6791168, 28.75
6799360, 27.8125
6807552, 29.1875
6815744, 29.03125
6823936, 26.46875
6832128, 29.09375
6840320, 27.9375
6848512, 29.34375
6856704, 29.5
6864896, 28.5
6873088, 28.6875
6881280, 28.0
6889472, 29.9375
6897664, 27.90625
6905856, 30.09375
6914048, 29.375
6922240, 27.1875
6930432, 28.625
6938624, 29.65625
6946816, 29.5625
6955008, 30.5
6963200, 30.0
6971392, 26.5
6979584, 29.90625
6987776, 29.59375
6995968, 29.3125
7004160, 28.84375
7012352, 29.03125
7020544, 29.90625
7028736, 28.90625
7036928, 28.90625
7045120, 28.875
7053312, 29.28125
7061504, 28.65625
7069696, 28.875
7077888, 30.59375
7086080, 32.125
7094272, 31.1875
7102464, 29.59375
7110656, 27.65625
7118848, 28.625
7127040, 30.96875
7135232, 29.40625
7143424, 31.90625
7151616, 30.28125
7159808, 30.03125
7168000, 28.40625
7176192, 28.25
7184384, 31.125
7192576, 31.40625
7200768, 29.875
7208960, 28.78125
7217152, 31.71875
7225344, 30.46875
7233536, 32.625
7241728, 30.03125
7249920, 28.46875
7258112, 32.125
7266304, 30.625
7274496, 31.59375
7282688, 30.125
7290880, 29.8125
7299072, 27.9375
7307264, 30.65625
7315456, 30.5625
7323648, 30.4375
7331840, 29.21875
7340032, 29.5625
7348224, 30.3125
7356416, 30.875
7364608, 30.46875
7372800, 28.28125
7380992, 30.15625
7389184, 30.46875
7397376, 32.03125
7405568, 31.0625
7413760, 31.4375
7421952, 31.6875
7430144, 29.0
7438336, 31.03125
7446528, 31.875
7454720, 30.71875
7462912, 29.125
7471104, 31.0625
7479296, 27.65625
7487488, 29.625
7495680, 29.46875
7503872, 32.65625
7512064, 31.21875
7520256, 31.8125
7528448, 29.71875
7536640, 29.25
7544832, 30.09375
7553024, 30.9375
7561216, 29.8125
7569408, 29.15625
7577600, 28.625
7585792, 29.875
7593984, 28.75
7602176, 27.84375
7610368, 29.59375
7618560, 29.75
7626752, 31.75
7634944, 28.65625
7643136, 30.03125
7651328, 30.46875
7659520, 30.59375
7667712, 29.21875
7675904, 29.1875
7684096, 32.375
7692288, 31.5625
7700480, 27.875
7708672, 31.09375
7716864, 28.6875
7725056, 31.6875
7733248, 32.34375
7741440, 31.375
7749632, 31.125
7757824, 30.125
7766016, 30.25
7774208, 29.8125
7782400, 29.75
7790592, 31.5
7798784, 29.90625
7806976, 30.875
7815168, 30.53125
7823360, 30.03125
7831552, 31.1875
7839744, 30.78125
7847936, 31.5
7856128, 33.40625
7864320, 30.5
7872512, 29.03125
7880704, 30.59375
7888896, 30.96875
7897088, 32.28125
7905280, 31.03125
7913472, 32.34375
7921664, 32.75
7929856, 31.5625
7938048, 31.15625
7946240, 29.0
7954432, 31.59375
7962624, 29.375
7970816, 31.90625
7979008, 28.6875
7987200, 31.875
7995392, 30.46875
8003584, 29.71875
